"ID","acousticness","instrumentalness","loudness","energy","tempo","liveness","audio_valence","danceability","speechiness","song_duration_min","key","audio_mode","song_popularity","loudness_energy_impact","is_very_danceable","energy_dance_synergy","emotional_intensity"
9911,"no_acustic","sense_veu",-7.172,0.632,"lent","gravada",0.079,0.509,0.0333,6.566,10,1,58,-4.532704,0,0.321688,0.049928
9912,"mig_acustic","sense_veu",-5.562,0.821,"ràpid","mig",0.816,0.766,0.0539,2.296,2,1,71,-4.566402,1,0.628886,0.669936
9913,"acustic","molta_veu",-23.185,0.237,"lent","en_viu",0.284,0.662,0.0408,7.22533333333333,9,0,53,-5.494845,0,0.156894,0.067308
9914,"acustic","sense_veu",-4.453,0.89,"lent","mig",0.595,0.562,0.0325,3.94755,5,1,62,-3.96317,0,0.50018,0.52955
9915,"acustic","sense_veu",-8.28,0.519,"ràpid","mig",0.24,0.62,0.0309,3.44395,5,1,72,-4.29732,0,0.32178,0.12456
9916,"mig_acustic","sense_veu",-7.844,0.511,"mitjà","mig",0.448,0.739,0.0362,3.58933333333333,9,1,78,-4.008284,1,0.377629,0.228928
9917,"no_acustic","sense_veu",-6.327,0.724,"ràpid","en_viu",0.334,0.518,0.211,3.21218333333333,2,1,70,-4.580748,0,0.375032,0.241816
9918,"no_acustic","sense_veu",-5.477,0.761,"mitjà","gravada",0.387,0.729,0.119,2.6238,2,1,61,-4.167997,1,0.554769,0.294507
9919,"mig_acustic","sense_veu",-5.659,0.697,"lent","mig",0.334,0.702,0.031,4.76776666666667,6,1,0,-3.944323,1,0.489294,0.232798
9920,"mig_acustic","sense_veu",-8.437,0.702,"lent","mig",0.569,0.736,0.181,2.47431666666667,7,0,64,-5.922774,1,0.516672,0.399438
9921,"mig_acustic","sense_veu",-2.243,0.748,"ràpid","mig",0.539,0.642,0.0313,2.442,1,1,56,-1.677764,0,0.480216,0.403172
9922,"mig_acustic","sense_veu",-3.995,0.934,"mitjà","en_viu",0.882,0.792,0.078,2.55515,6,1,74,-3.73133,1,0.739728,0.823788
9923,"acustic","sense_veu",-4.063,0.84,"lent","en_viu",0.843,0.577,0.0512,3.8111,4,1,72,-3.41292,0,0.48468,0.70812
9924,"acustic","sense_veu",-14.948,0.194,"lent","en_viu",0.515,0.545,0.0279,2.54976666666667,10,1,31,-2.899912,0,0.10573,0.09991
9925,"acustic","sense_veu",-8.724,0.234,"ràpid","mig",0.392,0.508,0.109,5.34,7,1,73,-2.041416,0,0.118872,0.091728
9926,"mig_acustic","sense_veu",-4.127,0.723,"ràpid","gravada",0.674,0.749,0.0432,3.2852,1,1,84,-2.983821,1,0.541527,0.487302
9927,"no_acustic","sense_veu",-11.625,0.682,"mitjà","gravada",0.714,0.637,0.0461,3.61893333333333,11,1,62,-7.92825,0,0.434434,0.486948
9928,"acustic","sense_veu",-8.166,0.434,"ràpid","mig",0.8,0.695,0.03,3.568,2,1,64,-3.544044,0,0.30163,0.3472
9929,"no_acustic","sense_veu",-6.56,0.564,"lent","en_viu",0.517,0.914,0.284,3.2918,11,0,51,-3.69984,1,0.515496,0.291588
9930,"mig_acustic","sense_veu",-7.534,0.592,"ràpid","mig",0.422,0.556,0.0393,3.46735,1,1,56,-4.460128,0,0.329152,0.249824
9931,"mig_acustic","sense_veu",-4.285,0.867,"lent","gravada",0.377,0.66,0.0724,3.14561666666667,2,0,77,-3.715095,0,0.57222,0.326859
9932,"acustic","sense_veu",-4.036,0.762,"lent","gravada",0.212,0.661,0.0402,3.45206666666667,5,1,71,-3.075432,0,0.503682,0.161544
9933,"mig_acustic","sense_veu",-4.952,0.769,"ràpid","mig",0.659,0.723,0.0499,3.37675,9,0,48,-3.808088,1,0.555987,0.506771
9934,"acustic","sense_veu",-5.975,0.343,"lent","mig",0.216,0.553,0.0702,3.6329,10,1,62,-2.049425,0,0.189679,0.074088
9935,"acustic","sense_veu",-13.925,0.33,"ràpid","gravada",0.546,0.618,0.0275,3.39088333333333,9,0,72,-4.59525,0,0.20394,0.18018
9936,"no_acustic","sense_veu",-6.211,0.768,"mitjà","en_viu",0.568,0.645,0.0436,4.81688333333333,9,1,46,-4.770048,0,0.49536,0.436224
9937,"no_acustic","sense_veu",-3.66,0.936,"ràpid","gravada",0.273,0.33,0.0917,3.70976666666667,1,1,80,-3.42576,0,0.30888,0.255528
9938,"no_acustic","sense_veu",-5.508,0.68,"mitjà","mig",0.656,0.775,0.0579,5.10066666666667,5,0,53,-3.74544,1,0.527,0.44608
9939,"no_acustic","sense_veu",-5.443,0.961,"mitjà","en_viu",0.486,0.594,0.338,2.15965,6,0,9,-5.230723,0,0.570834,0.467046
9940,"acustic","sense_veu",-5.17,0.716,"mitjà","mig",0.244,0.619,0.0465,3.51666666666667,4,0,32,-3.70172,0,0.443204,0.174704
9941,"mig_acustic","sense_veu",-3.119,0.703,"ràpid","en_viu",0.808,0.657,0.0315,3.16428333333333,3,1,23,-2.192657,0,0.461871,0.568024
9942,"mig_acustic","sense_veu",-13.755,0.731,"mitjà","gravada",0.965,0.806,0.0537,3.27221666666667,9,0,50,-10.054905,1,0.589186,0.705415
9943,"mig_acustic","sense_veu",-6.186,0.794,"lent","mig",0.54,0.678,0.14,4.84288333333333,7,0,62,-4.911684,0,0.538332,0.42876
9944,"no_acustic","sense_veu",-5.64,0.942,"ràpid","en_viu",0.495,0.527,0.0613,4.02176666666667,8,0,75,-5.31288,0,0.496434,0.46629
9945,"acustic","sense_veu",-9.434,0.677,"lent","en_viu",0.748,0.648,0.0286,4.02666666666667,9,1,55,-6.386818,0,0.438696,0.506396
9946,"acustic","sense_veu",-12.469,0.365,"lent","mig",0.764,0.805,0.407,4.48055,9,1,43,-4.551185,1,0.293825,0.27886
9947,"mig_acustic","sense_veu",-8.895,0.519,"mitjà","gravada",0.553,0.644,0.054,6.10333333333333,10,0,50,-4.616505,0,0.334236,0.287007
9948,"acustic","sense_veu",-10.913,0.4,"ràpid","mig",0.223,0.522,0.0411,3.42361666666667,11,0,47,-4.3652,0,0.2088,0.0892
9949,"acustic","sense_veu",-6.05,0.516,"ràpid","mig",0.706,0.634,0.0278,3.30776666666667,8,1,20,-3.1218,0,0.327144,0.364296
9950,"mig_acustic","sense_veu",-3.698,0.724,"lent","mig",0.774,0.552,0.0271,3.39421666666667,0,1,17,-2.677352,0,0.399648,0.560376
9951,"no_acustic","sense_veu",-13.267,0.927,"mitjà","en_viu",0.781,0.419,0.0771,7.41155,10,1,0,-12.298509,0,0.388413,0.723987
9952,"no_acustic","sense_veu",-5.198,0.811,"mitjà","en_viu",0.509,0.792,0.0367,4.78821666666667,6,1,61,-4.215578,1,0.642312,0.412799
9953,"acustic","poca_veu",-7.019,0.699,"mitjà","mig",0.565,0.691,0.0973,3.78843333333333,7,1,37,-4.906281,0,0.483009,0.394935
9954,"acustic","sense_veu",-7.449,0.525,"ràpid","mig",0.743,0.52,0.0412,2.46666666666667,8,1,39,-3.910725,0,0.273,0.390075
9955,"acustic","sense_veu",-7.731,0.581,"lent","mig",0.481,0.409,0.108,3.97888333333333,9,0,51,-4.491711,0,0.237629,0.279461
9956,"no_acustic","sense_veu",-8.55,0.927,"ràpid","en_viu",0.382,0.554,0.0639,4.24243333333333,9,0,76,-7.92585,0,0.513558,0.354114
9957,"no_acustic","molta_veu",-9.552,0.525,"ràpid","gravada",0.358,0.559,0.0651,3.87846666666667,1,0,16,-5.0148,0,0.293475,0.18795
9958,"no_acustic","sense_veu",-5.991,0.721,"mitjà","en_viu",0.486,0.648,0.0394,3.55515,9,1,98,-4.319511,0,0.467208,0.350406
9959,"acustic","poca_veu",-11.821,0.496,"mitjà","mig",0.964,0.837,0.0402,3.35556666666667,11,1,63,-5.863216,1,0.415152,0.478144
9960,"acustic","sense_veu",-6.815,0.648,"ràpid","mig",0.722,0.527,0.0736,2.68905,5,1,0,-4.41612,0,0.341496,0.467856
9961,"acustic","sense_veu",-6.937,0.728,"mitjà","mig",0.733,0.696,0.034,3.39851666666667,7,1,56,-5.050136,0,0.506688,0.533624
9962,"mig_acustic","sense_veu",-5.766,0.863,"ràpid","en_viu",0.718,0.85,0.0463,5.71831666666667,8,0,90,-4.976058,1,0.73355,0.619634
9963,"mig_acustic","sense_veu",-6.249,0.714,"ràpid","en_viu",0.289,0.386,0.0342,3.79745,6,0,64,-4.461786,0,0.275604,0.206346
9964,"no_acustic","sense_veu",-4.237,0.781,"lent","gravada",0.42,0.733,0.0605,3.42755,7,0,67,-3.309097,1,0.572473,0.32802
9965,"mig_acustic","poca_veu",-6.218,0.867,"mitjà","mig",0.603,0.679,0.136,3.7651,2,1,68,-5.391006,0,0.588693,0.522801
9966,"no_acustic","sense_veu",-6.237,0.805,"mitjà","gravada",0.401,0.438,0.0624,3.75088333333333,8,1,78,-5.020785,0,0.35259,0.322805
9967,"acustic","sense_veu",-3.246,0.977,"ràpid","en_viu",0.915,0.763,0.0427,4.02095,0,1,23,-3.171342,1,0.745451,0.893955
9968,"acustic","sense_veu",-9.155,0.513,"lent","mig",0.386,0.262,0.0919,4.16666666666667,5,0,28,-4.696515,0,0.134406,0.198018
9969,"no_acustic","sense_veu",-4.593,0.875,"mitjà","en_viu",0.501,0.775,0.042,2.72935,4,1,67,-4.018875,1,0.678125,0.438375
9970,"mig_acustic","sense_veu",-4.934,0.722,"lent","mig",0.621,0.809,0.0692,3.07526666666667,7,1,55,-3.562348,1,0.584098,0.448362
9971,"no_acustic","sense_veu",-6.99,0.786,"mitjà","mig",0.375,0.562,0.0439,3.33843333333333,9,0,0,-5.49414,0,0.441732,0.29475
9972,"mig_acustic","sense_veu",-3.458,0.891,"ràpid","mig",0.942,0.598,0.262,2.75176666666667,6,0,75,-3.081078,0,0.532818,0.839322
9973,"mig_acustic","sense_veu",-5.834,0.649,"lent","gravada",0.865,0.679,0.0488,2.88,7,1,47,-3.786266,0,0.440671,0.561385
9974,"mig_acustic","sense_veu",-6.636,0.847,"ràpid","en_viu",0.75,0.68,0.108,1.9611,1,1,56,-5.620692,0,0.57596,0.63525
9975,"mig_acustic","sense_veu",-6.75,0.541,"mitjà","mig",0.343,0.616,0.078,3.02333333333333,0,1,18,-3.65175,0,0.333256,0.185563
9976,"no_acustic","sense_veu",-4.556,0.9,"mitjà","mig",0.0626,0.482,0.0426,8.03796666666667,1,1,43,-4.1004,0,0.4338,0.05634
9977,"mig_acustic","sense_veu",-5.985,0.823,"ràpid","mig",0.274,0.55,0.0274,3.724,0,0,87,-4.925655,0,0.45265,0.225502
9978,"acustic","sense_veu",-10.484,0.249,"lent","mig",0.329,0.397,0.0394,3.30671666666667,5,1,72,-2.610516,0,0.098853,0.081921
9979,"no_acustic","sense_veu",-5.683,0.87,"ràpid","en_viu",0.257,0.34,0.0716,3.83378333333333,8,0,63,-4.94421,0,0.2958,0.22359
9980,"no_acustic","sense_veu",-2.912,0.937,"lent","en_viu",0.493,0.578,0.0495,3.87533333333333,1,1,65,-2.728544,0,0.541586,0.461941
9981,"mig_acustic","sense_veu",-5.971,0.867,"mitjà","gravada",0.668,0.782,0.0553,4.4851,1,1,82,-5.176857,1,0.677994,0.579156
9982,"no_acustic","sense_veu",-8.079,0.867,"mitjà","gravada",0.652,0.822,0.0386,6.02916666666667,1,1,43,-7.004493,1,0.712674,0.565284
9983,"no_acustic","sense_veu",-4.568,0.734,"lent","gravada",0.321,0.86,0.269,3.43263333333333,1,0,58,-3.352912,1,0.63124,0.235614
9984,"acustic","sense_veu",-10.109,0.296,"mitjà","mig",0.12,0.351,0.0333,3.33641666666667,4,0,90,-2.992264,0,0.103896,0.03552
9985,"no_acustic","sense_veu",-4.994,0.67,"ràpid","en_viu",0.889,0.542,0.0549,2.92333333333333,9,1,70,-3.34598,0,0.36314,0.59563
9986,"acustic","sense_veu",-7.379,0.477,"lent","gravada",0.552,0.762,0.0587,3.90933333333333,9,0,84,-3.519783,1,0.363474,0.263304
9987,"mig_acustic","sense_veu",-4.733,0.735,"mitjà","mig",0.311,0.672,0.0321,3.35478333333333,5,1,93,-3.478755,0,0.49392,0.228585
9988,"mig_acustic","sense_veu",-3.529,0.855,"ràpid","en_viu",0.811,0.756,0.421,3.9151,5,1,20,-3.017295,1,0.64638,0.693405
9989,"acustic","sense_veu",-6.482,0.444,"lent","mig",0.588,0.641,0.16,3.13038333333333,6,1,69,-2.878008,0,0.284604,0.261072
9990,"no_acustic","sense_veu",-5.969,0.864,"mitjà","en_viu",0.617,0.338,0.155,3.818,10,1,45,-5.157216,0,0.292032,0.533088
9991,"acustic","molta_veu",-4.352,0.89,"lent","mig",0.845,0.673,0.0885,3.60403333333333,11,0,43,-3.87328,0,0.59897,0.75205
9992,"acustic","sense_veu",-9.142,0.404,"mitjà","gravada",0.401,0.917,0.209,4.78786666666667,0,1,50,-3.693368,1,0.370468,0.162004
9993,"mig_acustic","sense_veu",-3.418,0.921,"lent","gravada",0.44,0.821,0.235,4.50976666666667,1,1,79,-3.147978,1,0.756141,0.40524
9994,"no_acustic","sense_veu",-4.586,0.742,"mitjà","en_viu",0.659,0.739,0.0457,3.15,7,1,81,-3.402812,1,0.548338,0.488978
9995,"acustic","sense_veu",-12.786,0.25,"ràpid","mig",0.87,0.789,0.0413,2.92221666666667,7,1,52,-3.1965,1,0.19725,0.2175
9996,"no_acustic","sense_veu",-7.956,0.564,"lent","mig",0.264,0.75,0.208,3.56955,9,0,38,-4.487184,1,0.423,0.148896
9997,"acustic","sense_veu",-8.834,0.578,"lent","en_viu",0.536,0.66,0.279,2.58918333333333,6,0,51,-5.106052,0,0.38148,0.309808
9998,"acustic","sense_veu",-10.946,0.249,"lent","mig",0.307,0.397,0.0394,3.01666666666667,5,1,72,-2.725554,0,0.098853,0.076443
9999,"no_acustic","sense_veu",-5.12,0.768,"ràpid","mig",0.835,0.817,0.249,3.62443333333333,4,0,81,-3.93216,1,0.627456,0.64128
10000,"acustic","sense_veu",-9.622,0.478,"lent","mig",0.493,0.753,0.0357,5.87,7,1,56,-4.599316,1,0.359934,0.235654
10001,"no_acustic","poca_veu",-10.135,0.875,"mitjà","en_viu",0.357,0.71,0.0799,3.10775,10,1,62,-8.868125,1,0.62125,0.312375
10002,"no_acustic","sense_veu",-2.232,0.981,"ràpid","en_viu",0.45,0.371,0.162,2.58201666666667,9,1,30,-2.189592,0,0.363951,0.44145
10003,"no_acustic","sense_veu",-7.137,0.409,"mitjà","en_viu",0.435,0.814,0.0349,3.91133333333333,6,0,68,-2.919033,1,0.332926,0.177915
10004,"no_acustic","sense_veu",-6.995,0.89,"ràpid","en_viu",0.768,0.571,0.0373,4.06288333333333,1,1,49,-6.22555,0,0.50819,0.68352
10005,"mig_acustic","sense_veu",-4.911,0.73,"lent","mig",0.556,0.648,0.0335,3.23076666666667,2,1,71,-3.58503,0,0.47304,0.40588
10006,"mig_acustic","sense_veu",-5.012,0.73,"ràpid","mig",0.469,0.757,0.289,3.50908333333333,11,1,56,-3.65876,1,0.55261,0.34237
10007,"no_acustic","sense_veu",-5.928,0.855,"mitjà","gravada",0.784,0.709,0.0416,3.04833333333333,9,1,73,-5.06844,1,0.606195,0.67032
10008,"acustic","sense_veu",-7.787,0.815,"lent","mig",0.609,0.542,0.364,3.61688333333333,9,1,53,-6.346405,0,0.44173,0.496335
10009,"mig_acustic","sense_veu",-3.475,0.868,"mitjà","mig",0.632,0.855,0.153,2.35971666666667,10,1,76,-3.0163,1,0.74214,0.548576
10010,"acustic","sense_veu",-9.466,0.483,"ràpid","en_viu",0.333,0.489,0.0275,3.77843333333333,9,0,77,-4.572078,0,0.236187,0.160839
10011,"no_acustic","sense_veu",-8.395,0.627,"ràpid","gravada",0.141,0.321,0.0457,5.22443333333333,8,0,52,-5.263665,0,0.201267,0.088407
10012,"mig_acustic","sense_veu",-6.648,0.738,"lent","gravada",0.883,0.612,0.0471,3.84443333333333,1,1,24,-4.906224,0,0.451656,0.651654
10013,"no_acustic","sense_veu",-3.329,0.879,"lent","mig",0.557,0.488,0.0393,3.72726666666667,7,0,44,-2.926191,0,0.428952,0.489603
10014,"acustic","sense_veu",-7.216,0.339,"lent","mig",0.188,0.821,0.143,4.49815,2,1,22,-2.446224,1,0.278319,0.063732
10015,"mig_acustic","sense_veu",-9.593,0.509,"ràpid","mig",0.24,0.585,0.0707,3.65305,7,1,31,-4.882837,0,0.297765,0.12216
10016,"no_acustic","sense_veu",-3.748,0.854,"mitjà","en_viu",0.402,0.567,0.0511,3.8125,6,0,16,-3.200792,0,0.484218,0.343308
10017,"acustic","sense_veu",-6.84,0.733,"ràpid","en_viu",0.932,0.592,0.0631,1.77933333333333,7,1,36,-5.01372,0,0.433936,0.683156
10018,"mig_acustic","sense_veu",-9.457,0.651,"ràpid","mig",0.627,0.736,0.297,3.13288333333333,11,1,65,-6.156507,1,0.479136,0.408177
10019,"no_acustic","molta_veu",-5.498,0.861,"ràpid","gravada",0.814,0.686,0.0287,4.70555,2,1,1,-4.733778,0,0.590646,0.700854
10020,"mig_acustic","sense_veu",-4.286,0.874,"lent","gravada",0.824,0.41,0.0907,3.43221666666667,0,1,32,-3.745964,0,0.35834,0.720176
10021,"acustic","sense_veu",-5.338,0.559,"lent","mig",0.354,0.852,0.139,3.33465,1,1,49,-2.983942,1,0.476268,0.197886
10022,"no_acustic","sense_veu",-6.952,0.883,"ràpid","en_viu",0.88,0.351,0.0562,2.92333333333333,0,1,41,-6.138616,0,0.309933,0.77704
10023,"acustic","sense_veu",-7.969,0.841,"ràpid","gravada",0.753,0.318,0.0327,1.92843333333333,6,0,20,-6.701929,0,0.267438,0.633273
10024,"acustic","sense_veu",-23.684,0.0404,"mitjà","mig",0.588,0.474,0.0387,5.17955,9,0,58,-0.9568336,0,0.0191496,0.0237552
10025,"acustic","sense_veu",-13.451,0.567,"mitjà","en_viu",0.758,0.444,0.0377,2.276,10,0,37,-7.626717,0,0.251748,0.429786
10026,"acustic","sense_veu",-14.194,0.289,"mitjà","gravada",0.531,0.711,0.0339,3.60488333333333,4,1,39,-4.102066,1,0.205479,0.153459
10027,"mig_acustic","sense_veu",-5.411,0.699,"lent","gravada",0.841,0.745,0.0505,2.92065,8,1,9,-3.782289,1,0.520755,0.587859
10028,"no_acustic","sense_veu",-5.536,0.833,"mitjà","gravada",0.817,0.694,0.0271,4.16888333333333,5,1,70,-4.611488,0,0.578102,0.680561
10029,"mig_acustic","sense_veu",-7.422,0.353,"mitjà","gravada",0.0971,0.968,0.331,3.44621666666667,6,1,69,-2.619966,1,0.341704,0.0342763
10030,"acustic","sense_veu",-5.153,0.757,"mitjà","mig",0.458,0.844,0.147,3.61221666666667,7,0,68,-3.900821,1,0.638908,0.346706
10031,"mig_acustic","sense_veu",-5.435,0.851,"mitjà","gravada",0.477,0.926,0.193,4.38776666666667,4,0,2,-4.625185,1,0.788026,0.405927
10032,"acustic","sense_veu",-9.439,0.466,"mitjà","en_viu",0.403,0.465,0.0348,4.44,0,0,46,-4.398574,0,0.21669,0.187798
10033,"no_acustic","sense_veu",-5.286,0.905,"ràpid","en_viu",0.529,0.584,0.0594,4.23401666666667,0,1,53,-4.78383,0,0.52852,0.478745
10034,"no_acustic","sense_veu",-9.706,0.635,"mitjà","gravada",0.174,0.547,0.137,4.08821666666667,2,1,59,-6.16331,0,0.347345,0.11049
10035,"mig_acustic","sense_veu",-5.873,0.754,"lent","en_viu",0.58,0.629,0.289,3.82176666666667,9,0,63,-4.428242,0,0.474266,0.43732
10036,"mig_acustic","sense_veu",-10.964,0.583,"mitjà","en_viu",0.907,0.804,0.0882,3.3874,8,1,80,-6.392012,1,0.468732,0.528781
10037,"acustic","sense_veu",-10.48,0.379,"mitjà","gravada",0.401,0.614,0.0476,4.31643333333333,4,1,69,-3.97192,0,0.232706,0.151979
10038,"no_acustic","sense_veu",-8.507,0.855,"ràpid","en_viu",0.498,0.498,0.127,3.20286666666667,4,0,91,-7.273485,0,0.42579,0.42579
10039,"acustic","sense_veu",-8.062,0.478,"mitjà","mig",0.734,0.703,0.0441,3.54866666666667,7,1,63,-3.853636,1,0.336034,0.350852
10040,"no_acustic","sense_veu",-7.082,0.699,"mitjà","en_viu",0.937,0.695,0.0428,3.54,8,1,55,-4.950318,0,0.485805,0.654963
10041,"mig_acustic","sense_veu",-4.678,0.658,"lent","gravada",0.549,0.646,0.0336,3.1811,7,1,52,-3.078124,0,0.425068,0.361242
10042,"acustic","sense_veu",-11.624,0.419,"mitjà","gravada",0.57,0.584,0.0806,2.37405,9,1,61,-4.870456,0,0.244696,0.23883
10043,"mig_acustic","sense_veu",-5.351,0.842,"lent","en_viu",0.527,0.664,0.339,3.47616666666667,9,1,59,-4.505542,0,0.559088,0.443734
10044,"no_acustic","sense_veu",-3.691,0.896,"mitjà","en_viu",0.347,0.56,0.0673,3.67923333333333,5,0,64,-3.307136,0,0.50176,0.310912
10045,"acustic","molta_veu",-7.107,0.651,"ràpid","en_viu",0.396,0.839,0.441,3.28341666666667,8,0,43,-4.626657,1,0.546189,0.257796
10046,"mig_acustic","sense_veu",-3.839,0.738,"ràpid","mig",0.205,0.504,0.0505,3.79773333333333,9,1,19,-2.833182,0,0.371952,0.15129
10047,"acustic","sense_veu",-6.811,0.724,"lent","gravada",0.37,0.507,0.164,3.48376666666667,8,1,46,-4.931164,0,0.367068,0.26788
10048,"acustic","sense_veu",-8.131,0.289,"lent","mig",0.219,0.506,0.169,3.03188333333333,0,1,79,-2.349859,0,0.146234,0.063291
10049,"no_acustic","molta_veu",-11.522,0.805,"mitjà","gravada",0.799,0.686,0.0336,4.40466666666667,5,0,70,-9.27521,0,0.55223,0.643195
10050,"mig_acustic","sense_veu",-10.73,0.466,"mitjà","gravada",0.402,0.656,0.076,4.16173333333333,7,1,7,-5.00018,0,0.305696,0.187332
10051,"no_acustic","sense_veu",-4.682,0.894,"ràpid","en_viu",0.31,0.365,0.0572,4.1211,11,0,66,-4.185708,0,0.32631,0.27714
10052,"mig_acustic","sense_veu",-4.757,0.861,"mitjà","en_viu",0.77,0.773,0.0502,3.66475,0,1,65,-4.095777,1,0.665553,0.66297
10053,"mig_acustic","sense_veu",-3.797,0.785,"mitjà","gravada",0.679,0.632,0.0512,3.0274,10,1,63,-2.980645,0,0.49612,0.533015
10054,"mig_acustic","sense_veu",-5.626,0.58,"ràpid","mig",0.338,0.703,0.105,3.36178333333333,6,1,89,-3.26308,1,0.40774,0.19604
10055,"acustic","sense_veu",-13.788,0.199,"mitjà","mig",0.178,0.621,0.249,3.49801666666667,10,1,67,-2.743812,0,0.123579,0.035422
10056,"mig_acustic","sense_veu",-7.999,0.522,"ràpid","mig",0.245,0.743,0.113,3.56288333333333,4,1,61,-4.175478,1,0.387846,0.12789
10057,"acustic","sense_veu",-5.668,0.594,"lent","mig",0.711,0.872,0.0373,1.23851666666667,11,1,29,-3.366792,1,0.517968,0.422334
10058,"no_acustic","sense_veu",-6.16,0.65,"lent","en_viu",0.422,0.789,0.121,5.21796666666667,10,0,76,-4.004,1,0.51285,0.2743
10059,"mig_acustic","sense_veu",-10.784,0.507,"mitjà","gravada",0.907,0.914,0.0377,4.36221666666667,2,1,71,-5.467488,1,0.463398,0.459849
10060,"acustic","molta_veu",-18.667,0.148,"mitjà","gravada",0.038,0.172,0.0394,6.8815,10,0,50,-2.762716,0,0.025456,0.005624
10061,"acustic","molta_veu",-14.082,0.107,"mitjà","gravada",0.335,0.576,0.109,1.70666666666667,10,1,54,-1.506774,0,0.061632,0.035845
10062,"acustic","sense_veu",-8.276,0.588,"mitjà","mig",0.341,0.478,0.0349,3.68408333333333,8,1,69,-4.866288,0,0.281064,0.200508
10063,"acustic","sense_veu",-10.568,0.626,"ràpid","mig",0.489,0.42,0.0355,5.19866666666667,2,1,42,-6.615568,0,0.26292,0.306114
10064,"acustic","sense_veu",-5.603,0.563,"lent","gravada",0.226,0.742,0.332,3.216,6,0,43,-3.154489,1,0.417746,0.127238
10065,"mig_acustic","sense_veu",-4.062,0.724,"ràpid","en_viu",0.163,0.662,0.463,3.9503,7,1,70,-2.940888,0,0.479288,0.118012
10066,"acustic","sense_veu",-9.875,0.57,"lent","mig",0.491,0.566,0.0285,3.87736666666667,11,0,40,-5.62875,0,0.32262,0.27987
10067,"no_acustic","sense_veu",-11.034,0.671,"mitjà","en_viu",0.875,0.713,0.0495,4.57643333333333,10,0,0,-7.403814,1,0.478423,0.587125
10068,"mig_acustic","sense_veu",-5.973,0.58,"mitjà","en_viu",0.0607,0.657,0.0379,2.4272,5,1,61,-3.46434,0,0.38106,0.035206
10069,"no_acustic","sense_veu",-3.316,0.971,"ràpid","en_viu",0.326,0.377,0.134,3.45333333333333,3,1,52,-3.219836,0,0.366067,0.316546
10070,"no_acustic","sense_veu",-7.946,0.495,"lent","gravada",0.459,0.635,0.031,4.28133333333333,3,1,74,-3.93327,0,0.314325,0.227205
10071,"acustic","sense_veu",-8.815,0.658,"lent","mig",0.781,0.611,0.0472,3.42085,2,1,72,-5.80027,0,0.402038,0.513898
10072,"mig_acustic","sense_veu",-11.237,0.679,"ràpid","mig",0.82,0.762,0.142,3.39421666666667,5,0,59,-7.629923,1,0.517398,0.55678
10073,"acustic","sense_veu",-7.202,0.39,"lent","mig",0.319,0.663,0.0297,3.83776666666667,0,1,75,-2.80878,0,0.25857,0.12441
10074,"mig_acustic","sense_veu",-4.698,0.535,"lent","mig",0.843,0.649,0.224,2.375,6,1,66,-2.51343,0,0.347215,0.451005
10075,"mig_acustic","sense_veu",-10.202,0.242,"ràpid","mig",0.462,0.511,0.0641,2.7631,10,0,37,-2.468884,0,0.123662,0.111804
10076,"mig_acustic","sense_veu",-5.858,0.761,"ràpid","gravada",0.391,0.41,0.274,8.50955,4,0,64,-4.457938,0,0.31201,0.297551
10077,"acustic","sense_veu",-8.621,0.319,"ràpid","mig",0.422,0.519,0.0682,2.83221666666667,11,1,43,-2.750099,0,0.165561,0.134618
10078,"acustic","sense_veu",-11.002,0.336,"mitjà","mig",0.294,0.365,0.0285,2.49176666666667,11,1,63,-3.696672,0,0.12264,0.098784
10079,"no_acustic","sense_veu",-7.047,0.732,"mitjà","en_viu",0.134,0.672,0.0334,4.03221666666667,1,0,58,-5.158404,0,0.491904,0.098088
10080,"mig_acustic","sense_veu",-5.862,0.617,"mitjà","en_viu",0.187,0.659,0.0649,6.08888333333333,11,0,77,-3.616854,0,0.406603,0.115379
10081,"no_acustic","sense_veu",-2.949,0.81,"ràpid","en_viu",0.423,0.524,0.081,3.60355,6,0,39,-2.38869,0,0.42444,0.34263
10082,"acustic","sense_veu",-7.392,0.537,"lent","en_viu",0.299,0.713,0.0878,3.68155,1,0,48,-3.969504,1,0.382881,0.160563
10083,"acustic","sense_veu",-11.216,0.408,"lent","mig",0.0568,0.476,0.0289,3.09166666666667,2,1,60,-4.576128,0,0.194208,0.0231744
10084,"mig_acustic","sense_veu",-4.676,0.922,"lent","mig",0.843,0.645,0.164,2.0315,3,0,54,-4.311272,0,0.59469,0.777246
10085,"acustic","sense_veu",-7.626,0.651,"lent","mig",0.654,0.609,0.052,2.93333333333333,6,0,55,-4.964526,0,0.396459,0.425754
10086,"no_acustic","sense_veu",-6.442,0.574,"mitjà","mig",0.317,0.669,0.0286,3.27333333333333,4,0,97,-3.697708,0,0.384006,0.181958
10087,"mig_acustic","sense_veu",-5.64,0.609,"mitjà","mig",0.304,0.565,0.0791,3.85666666666667,10,0,78,-3.43476,0,0.344085,0.185136
10088,"mig_acustic","sense_veu",-14.162,0.457,"ràpid","en_viu",0.175,0.364,0.028,5.62355,4,0,27,-6.472034,0,0.166348,0.079975
10089,"no_acustic","sense_veu",-6.591,0.909,"ràpid","en_viu",0.643,0.488,0.0929,4.07333333333333,4,1,66,-5.991219,0,0.443592,0.584487
